;Unnamed: 0;Unnamed: 0.1;cod_orgao_sup;nm_orgao_sup;cod_orgao;nm_orgao;cod_unidade;nm_unidade;modalidade_compra;id_item_compra;dia;ano;mes;cod_classe_material;nm_classe_material;grupo_material;grupo_servico;cod_material_serv;desc_material_serv;padrao_desc_material;cnpj_fornecedor;nm_fornecedor;unidade_fornecimento;valor_unitario;qtde_ofertada;ind_pandemia
44;82;81835;52000;MINISTERIO DEFESA;52000;MINISTERIO DEFESA;110404;DEPARTAMENTO DE ADMINISTRAÇÃO INTERNA;Dispensa de Licitação;1104040600014202000001;17 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;7,88825E+12;COMERCIAL ALVORADA DE PRODUTOS PARA LIMPEZA E DESCARTAVEIS LTDA;FRASCO 500,00 ML;11,99;400;1
78;126;152837;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160413;COMANDO DA 3ª DIV DO EX - BASE ADM DA GUAR SM;Dispensa de Licitação;1604130600025202000001;31 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,64851E+12;PKB PRODUTOS QUIMICOS LTDA;FRASCO 500,00 ML;12;500;1
228;348;123204;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160146;MEX-COMANDO DA 18 BRIGADA DE INF.FRONTEIRA/MS;Dispensa de Licitação;1601460600014202000001;25 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,28625E+13;TOP NORTE COMERCIO DE MATERIAL MEDICO HOSPITALAR EIRELI;FRASCO 500,00 ML;12;300;1
27;46;57990;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES;155903;HOSPITAL UNIVERSITÁRIO DE JUIZ DE FORA;Dispensa de Licitação;1559030600019202000001;30 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;6,2048E+12;ARGILA INDUSTRIA E COMERCIO DE COSMETICOS LTDA;FRASCO 500,00 ML;12;4000;1
230;350;123763;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160148;BASE DE ADMINISTRAÇÃO E APOIO DO CMP;Dispensa de Licitação;1601480600017202000001;23 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;6,26865E+12;MARINE EMPREENDIMENTOS LTDA;FRASCO 500,00 ML;12;800;1
268;411;162608;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160413;COMANDO DA 3ª DIV DO EX - BASE ADM DA GUAR SM;Dispensa de Licitação;1604130600028202000006;09 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,64851E+12;PKB PRODUTOS QUIMICOS LTDA;FRASCO 500,00 ML;12;468;1
77;125;152835;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160413;COMANDO DA 3ª DIV DO EX - BASE ADM DA GUAR SM;Dispensa de Licitação;1604130600024202000001;26 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,64851E+12;PKB PRODUTOS QUIMICOS LTDA;FRASCO 500,00 ML;12;200;1
141;224;58802;26000;MINISTERIO DA EDUCACAO;26450;UFESBA - UNIVERSIDADE FEDERAL DO SUL DA BAHIA;158720;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Dispensa de Licitação;1587200600017202000001;18 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,26853E+13;LIMA & PERGHER INDUSTRIA E COMERCIO S/A;FRASCO 500,00 ML;12;500;1
249;384;144635;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160297;COMANDO DA 1 DIVISAO DE EXERCITO/RJ;Dispensa de Licitação;1602970600019202000001;22 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,74644E+13;PHENIX COMERCIO E SERVICOS EM GERAL EIRELI;FRASCO 500,00 ML;12,2281;1109;1
116;185;10969;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170166;SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC;Dispensa de Licitação;1701660600003202000003;21 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,64733E+13;UPMAIS SUPRIMENTOS CORPORATIVOS EIRELI;FRASCO 500,00 ML;12,28;225;1
154;244;65270;33000;MINISTERIO DA PREVIDENCIA SOCIAL;37202;INSTITUTO NACIONAL DO SEGURO SOCIAL;510120;GERÊNCIA EXECUTIVA BELÉM/PA;Dispensa de Licitação;5101200600002202000001;20 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,83874E+13;M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES - EIRELI;FRASCO 500,00 ML;12,35;1200;1
120;192;11392;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170332;MF DELEGACIA DA RECEITA FEDERAL JI-PARANA RO;Dispensa de Licitação;1703320600009202000001;17 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;1,85968E+13;MBG COMERCIAL LTDA;FRASCO 500,00 ML;12,39;200;1
132;209;31549;26000;MINISTERIO DA EDUCACAO;26406;INST.FED.DE EDUC.,CIENC.E TEC. DO ESP.SANTO;158425;IFES - CAMPUS DE ALEGRE;Dispensa de Licitação;1584250600019202000001;09 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,73431E+13;DRI ASSESSORIA EVENTOS E SERVICOS EIRELI;FRASCO 500,00 ML;12,47;300;1
159;250;65363;33000;MINISTERIO DA PREVIDENCIA SOCIAL;37202;INSTITUTO NACIONAL DO SEGURO SOCIAL;510297;GERÊNCIA EXECUTIVA DOURADOS/MS;Dispensa de Licitação;5102970600001202000001;22 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,83874E+13;M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES - EIRELI;FRASCO 500,00 ML;12,5;400;1
73;117;145779;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160365;HOSPITAL DE GUARNICAO DE BAGE/RS;Dispensa de Licitação;1603650600104202000001;24 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,64851E+12;PKB PRODUTOS QUIMICOS LTDA;FRASCO 500,00 ML;12,6;650;1
161;253;65372;33000;MINISTERIO DA PREVIDENCIA SOCIAL;37202;INSTITUTO NACIONAL DO SEGURO SOCIAL;510630;GERÊNCIA EXECUTIVA PALMAS/TO;Dispensa de Licitação;5106300600001202000001;03 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,83874E+13;M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES - EIRELI;FRASCO 500,00 ML;12,6233;300;1
186;282;76743;38662;CONSELHO REG. DE ENGENHARIA E AGRONOMIA DO RS;38662;CONSELHO REG. DE ENGENHARIA E AGRONOMIA DO RS;389092;CONSELHO REG.DE ENG.ARQ.AGRON.DO R.G DO SUL;Dispensa de Licitação;3890920600003202000005;06 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,75767E+13;DANIEL BRITO MENDONCA 43747395805;FRASCO 500,00 ML;12,6775;300;1
134;213;38648;26000;MINISTERIO DA EDUCACAO;26426;INST.FED.DE EDUC.,CIENC.E TEC.DO AMAPá;158160;INSTITUTO FEDERAL CAMPUS LARANJAL DO JARI;Dispensa de Licitação;1581600600002202000001;16 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,73431E+13;DRI ASSESSORIA EVENTOS E SERVICOS EIRELI;FRASCO 500,00 ML;12,89;480;1
135;215;38663;26000;MINISTERIO DA EDUCACAO;26427;INST.FED.DE EDUC.,CIENC.E TECNOLOGIA DA BAHIA;158404;INST.FED.DE EDUC.TEC BAHIA/CAMPUS BARREIRAS;Dispensa de Licitação;1584040600013202000001;20 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,83874E+13;M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES - EIRELI;FRASCO 500,00 ML;12,93;200;1
21;38;35372;26000;MINISTERIO DA EDUCACAO;26351;UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA;158092;UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA;Dispensa de Licitação;1580920600018202000001;27 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,83874E+13;M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES - EIRELI;FRASCO 500,00 ML;12,9999;850;1
37;62;64491;30000;MINISTERIO DA JUSTICA;30802;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ;200123;SUPERINTENDENCIA REG. POL. RODV. FEDERAL-RN;Dispensa de Licitação;2001230600012202000001;26 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;8,71351E+12;CASA NORTE LTDA;FRASCO 500,00 ML;13;360;1
147;230;59817;30000;MINISTERIO DA JUSTICA;30108;DEPARTAMENTO DE POLICIA FEDERAL;200372;SUPERINTENDENCIA REG.DEP.POLICIA FEDERAL- RS;Dispensa de Licitação;2003720600006202000001;01 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,64851E+12;PKB PRODUTOS QUIMICOS LTDA;FRASCO 500,00 ML;13;300;1
31;53;64148;30000;MINISTERIO DA JUSTICA;30802;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ;200109;MJ-DPRF-DEPART.DE POL.RODOVIARIA FEDERAL/DF;Dispensa de Licitação;2001090600007202000003;20 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,30563E+13;CENTRAX COMERCIAL LTDA;FRASCO 500,00 ML;13;330;1
121;193;11806;25000;MINISTERIO DA ECONOMIA;25915;FUNDO CONSTITUCIONAL DO DISTRITO FEDERAL;170394;CORPO DE BOMBEIROS MILITAR DO DF;Pregão;1703940500023202000016;13 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,21398E+13;W. A DOS SANTOS RIVEIRA COMERCIO E SERVICOS;FRASCO 500,00 ML;13,1;4350;1
190;286;77311;39000;MINISTERIO DOS TRANSPORTES;39252;DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES;390080;ADMINISTRAÇÃO HIDROVIÁRIA AMAZONIA ORIENTAL;Dispensa de Licitação;3900800600002202000001;17 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,83255E+13;EFICIENTE COMERCIO E SERVICOS EIRELI;FRASCO 500,00 ML;13,3;600;1
189;285;77306;39000;MINISTERIO DOS TRANSPORTES;39252;DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES;390077;ADMINIST. HIDROVIARIA DA AMAZONIA OCIDENTAL;Dispensa de Licitação;3900770600002202000001;17 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,83255E+13;EFICIENTE COMERCIO E SERVICOS EIRELI;FRASCO 500,00 ML;13,3;600;1
183;278;75356;36000;MINISTERIO DA SAUDE;36901;FUNDO NACIONAL DE SAÚDE;257045;DISTRITO SANIT. ESP. INDÍGENA - TAPAJOS;Dispensa de Licitação;2570450600006202000001;27 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,11369E+13;DIMED LTDA;FRASCO 500,00 ML;13,5;350;1
158;249;65361;33000;MINISTERIO DA PREVIDENCIA SOCIAL;37202;INSTITUTO NACIONAL DO SEGURO SOCIAL;510280;GERÊNCIA EXECUTIVA CAMPO GRANDE/MS;Dispensa de Licitação;5102800600001202000004;03 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;9,03555E+12;MARCOS E BERTA LTDA;FRASCO 500,00 ML;13,51;500;1
102;167;6451;20113;MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO;20113;MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO;201063;SUPERINTENDENCIA DE ADMINISTRACAO DO MP RR;Dispensa de Licitação;2010630600007202000003;20 Mai 2020;2020;Mai 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,7207E+13;A. F. P. COSTA;FRASCO 500,00 ML;13,9;429;1
167;259;68422;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257033;DISTRITO SANIT.ESP.INDÍGENA - CEARA;Dispensa de Licitação;2570330600006202000006;29 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;6,05335E+12;SANTA BRANCA DISTRIBUIDORA DE MEDICAMENTOS LTDA;FRASCO 500,00 ML;13,9;4932;1
178;270;69848;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257050;DIST. SANIT. ESP. INDIGENA;Dispensa de Licitação;2570500600001202000001;14 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,72216E+13;ECOLIM EIRELI;FRASCO 500,00 ML;14;270;1
71;115;145234;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160358;6 REGIMENTO DE CAVALARIA BLINDADO/RS;Dispensa de Licitação;1603580600009202000001;26 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,64851E+12;PKB PRODUTOS QUIMICOS LTDA;FRASCO 500,00 ML;14,2;200;1
192;290;77508;39000;MINISTERIO DOS TRANSPORTES;39252;DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES;393030;SUP. REG. DO DNIT NO ESTADO DO MARANHÃO;Dispensa de Licitação;3930300600032202000001;20 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,74944E+13;SOARES COMERCIO E LICITACOES LTDA;FRASCO 500,00 ML;14,2966;500;1
13;28;18178;26000;MINISTERIO DA EDUCACAO;26238;UNIVERSIDADE FEDERAL DE MINAS GERAIS;153285;FACULDADE DE EDUCACAO/UFM;Dispensa de Licitação;1532850600004202000001;25 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,90696E+13;DENTAL MED PRIME COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA;FRASCO 500,00 ML;14,3;500;1
224;342;119509;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160118;COMANDO DA 4 REGIAO MILITAR/DIV EX;Dispensa de Licitação;1601180600320202000001;01 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;9,03555E+12;MARCOS E BERTA LTDA;FRASCO 500,00 ML;14,3472;353;1
11;25;11783;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170332;MF DELEGACIA DA RECEITA FEDERAL JI-PARANA RO;Dispensa de Licitação;1703320600006202000004;18 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,90696E+13;DENTAL MED PRIME COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA;FRASCO 500,00 ML;14,38;200;1
216;330;108120;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160057;3 ESQUADRAO DE CAVALARIA MECANIZADO-MEX/DF;Dispensa de Licitação;1600570600012202000001;03 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;441477; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, APLICACAO:ACENDEDOR, CONCENTRACAO:80deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,82099E+13;VERTENTE DISTRIBUICAO E SERVICOS EIRELI;FRASCO 500,00 ML;14,4;250;1
255;395;147970;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160338;1 ESQUADRAO DE CAVALARIA LEVE;Dispensa de Licitação;1603380600035202000001;08 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,74944E+13;SOARES COMERCIO E LICITACOES LTDA;FRASCO 500,00 ML;14,4164;200;1
29;48;62395;30000;MINISTERIO DA JUSTICA;30108;DEPARTAMENTO DE POLICIA FEDERAL;200364;SUPERINTENDENCIA REGIONAL DO ESTADO DO PARANÁ;Dispensa de Licitação;2003640600008202000005;18 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;8,25447E+13;CONTRATADO : TECNILUB     -     COMERCIO     DELUBRIFICANTES LTDA.;FRASCO 500,00 ML;14,5;600;1
