"";"cod_orgao_sup";"nm_orgao_sup";"cod_orgao";"nm_orgao";"cod_unidade";"nm_unidade";"modalidade_compra";"id_item_compra";"dia";"ano";"mes";"cod_classe_material";"nm_classe_material";"grupo_material";"grupo_servico";"cod_material_serv";"desc_material_serv";"padrao_desc_material";"cnpj_fornecedor";"nm_fornecedor";"unidade_fornecimento";"valor_unitario";"qtde_ofertada";"ind_pandemia"
"39";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160147;"47 BATALHAO E INFANTARIA - MEX/MS";"Pregão";1,6014705000072e+21;"22 Nov 2018";2018;"Nov 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";1,56313e+13;"LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI";"FRASCO 500,00 ML";3,2;1500;0
"40";52000;"MINISTERIO DEFESA";52131;"COMANDO DA MARINHA";763000;"DIRET.DO PESSOAL CIVIL DA MARINHA/DF";"Pregão";7,6300005000012e+21;"13 Jun 2019";2019;"Jun 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,44916e+13;"PRIME IMPORTACAO E EXPORTACAO EIRELI";"FRASCO 500,00 ML";3,2;900;0
"41";52000;"MINISTERIO DEFESA";52131;"COMANDO DA MARINHA";752100;"CENTRO DE INSTRUCAO ALMIRANTE GRACA ARANHA";"Pregão";7,5210005000102e+21;"10 Jan 2019";2019;"Jan 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,69385e+13;"M M DISTRIBUIDORA DE ALIMENTOS E PRESTACOES DE SERVICOS LTDA";"FRASCO 500,00 ML";3,22;1600;0
"42";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160341;"17 GRUPO DE ARTILHARIA DE CAMPANHA";"Pregão";1,6034105000042e+21;"17 Ago 2018";2018;"Ago 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";4,09905e+13;"MANUEL OSORIO DOS SANTOS";"FRASCO 500,00 ML";3,25;2634;0
"43";52000;"MINISTERIO DEFESA";52131;"COMANDO DA MARINHA";789310;"CAPITANIA DOS PORTOS DE SAO PAULO";"Pregão";7,8931005000052e+21;"11 Nov 2019";2019;"Nov 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";3,03797e+13;"SANDALO EQUIPAMENTOS E PRODUTOS DE HIGIENE PESSOAL LTDA";"FRASCO 500,00 ML";3,26;2480;0
"44";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160145;"17. BATALHAO DE FRONTEIRA-MEX";"Pregão";1,6014505000062e+21;"13 Mar 2018";2018;"Mar 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";2,6103e+13;"COMERCIAL GEFLAN - EIRELI";"FRASCO 500,00 ML";3,28;2000;0
"45";16000;"JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS";16000;"JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS";925125;"TRIBUNAL DE JUSTIÇA DO ESTADO DO MARANHÃO";"Pregão";9,2512505000262e+21;"13 Jun 2018";2018;"Jun 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";395734;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, APLICACAO:LIMPEZA, CARACTERISTICAS ADICIONAIS:NEUTRO, CONCENTRACAO:73%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,95225e+13;"VIP DISTRIBUICAO E LOGISTICA EIRELI";"FRASCO 500,00 ML";3,29;15000;0
"46";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160297;"COMANDO DA 1 DIVISAO DE EXERCITO/RJ";"Pregão";1,6029705000232e+21;"09 Jan 2019";2019;"Jan 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,56313e+13;"LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI";"FRASCO 500,00 ML";3,29;2179;0
"47";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160448;"5 BATALHAO DE ENGENHARIA DE COMBATE";"Pregão";1,6044805000042e+21;"20 Dez 2019";2019;"Dez 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";5,34061e+12;"SIPROLIMP - SIMIONATO PRODUTOS DE LIMPEZA LTDA";"FRASCO 500,00 ML";3,3;5000;0
"48";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160041;"40 BATALHAO DE INFANTARIA/MEX - CE";"Pregão";1,6004105000062e+21;"01 Mar 2019";2019;"Mar 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";311410;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65deg INPM";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";6,3427e+12;"PRISMA DISTRIBUIDORA DE PAPEIS LTDA";"FRASCO 500,00 ML";3,3;2000;0
"49";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160476;"22.DEPOSITO DE SUPRIMENTO";"Pregão";1,6047605000012e+21;"19 Set 2019";2019;"Set 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,56313e+13;"LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI";"FRASCO 500,00 ML";3,3;3500;0
"50";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160445;"HOSPITAL DA GUARNICAO DE FLORIANOPOLIS";"Pregão";1,6044505000212e+21;"30 Out 2019";2019;"Out 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,64851e+12;"PKB PRODUTOS QUIMICOS LTDA";"FRASCO 500,00 ML";3,31;1750;0
"51";52000;"MINISTERIO DEFESA";52131;"COMANDO DA MARINHA";795180;"BASE DE FUZILEIROS NAVAIS ILHA DO GOVERN./RJ";"Pregão";7,9518005000052e+21;"04 Dez 2019";2019;"Dez 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,26527e+13;"J C N COMERCIO E EMPREENDIMENTOS EIRELI";"FRASCO 500,00 ML";3,31;6500;0
"52";52000;"MINISTERIO DEFESA";52131;"COMANDO DA MARINHA";785600;"ESCOLA DE APRENDIZES-MARINHEIROS DE SC";"Pregão";7,8560005000272e+21;"29 Out 2019";2019;"Out 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";347138;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:46deg A 65deg INPM";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";1,64851e+12;"PKB PRODUTOS QUIMICOS LTDA";"FRASCO 500,00 ML";3,31;750;0
"53";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160517;"3 COMPANHIA DO 63 BATALHAO DE INFANTARIA";"Pregão";1,6051705000022e+21;"29 Abr 2019";2019;"Abr 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,33913e+13;"VANBRAS SERVICOS & TERRAPLENAGEM EIRELI";"FRASCO 500,00 ML";3,33;500;0
"54";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160422;"COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA/RS";"Pregão";1,6042205000032e+21;"26 Abr 2018";2018;"Abr 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,36217e+13;"GELSON LUIS DOS SANTOS LIMANA & CIA LTDA";"FRASCO 500,00 ML";3,35;4700;0
"55";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160026;"COMANDO DA 22ª BRIGADA DE INFANTARIA DE SELVA";"Pregão";1,6002605000032e+21;"06 Mai 2019";2019;"Mai 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";347138;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:46deg A 65deg INPM";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,30859e+13;"C.L.C. MAUES EIRELI";"FRASCO 500,00 ML";3,38;650;0
"56";52000;"MINISTERIO DEFESA";52131;"COMANDO DA MARINHA";764000;"DIRETORIA DO PESSOAL MILITAR DA MARINHA";"Pregão";7,6400005000032e+21;"04 Dez 2019";2019;"Dez 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,26527e+13;"J C N COMERCIO E EMPREENDIMENTOS EIRELI";"FRASCO 500,00 ML";3,39;800;0
"57";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160011;"4 DIVISAO DE LEVANTAMENTO/MEX/AM";"Pregão";1,6001105000022e+21;"17 Out 2019";2019;"Out 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,38301e+13;"PERLA SOARES FERNANDES DE SOUZA";"FRASCO 500,00 ML";3,4;250;0
"58";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160418;"19 REGIMENTO DE CAVALARIA MECANIZADO/RS";"Pregão";1,6041805000022e+21;"07 Mai 2018";2018;"Mai 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";6,74032e+13;"A. M. MOLITERNO EIRELI";"FRASCO 500,00 ML";3,4;1000;0
"59";26000;"MINISTERIO DA EDUCACAO";26282;"UNIVERSIDADE FEDERAL DE VICOSA";154051;"UNIVERSIDADE FEDERAL DE VICOSA";"Pregão";1,5405105000542e+21;"18 Jun 2018";2018;"Jun 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,66175e+13;"COMERCIAL MOREIRA & MARTINS LTDA";"FRASCO 500,00 ML";3,4;1000;0
"60";99900;"REPUBLICA FEDERATIVA DO BRASIL";97220;"ESTADO DO MATO GROSSO";989047;"PREFEITURA MUNICIPAL DE CACERES";"Pregão";9,8904705000162e+21;"21 Mai 2019";2019;"Mai 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,65115e+13;"FLOR DE MAIO COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EIRELI";"FRASCO 500,00 ML";3,41;1366;0
"61";26000;"MINISTERIO DA EDUCACAO";26241;"UNIVERSIDADE FEDERAL DO PARANA";153079;"UNIVERSIDADE FEDERAL DO PARANA";"Pregão";1,5307905000492e+21;"18 Abr 2018";2018;"Abr 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,16041e+13;"GM DISTRIBUIDORA LTDA";"FRASCO 500,00 ML";3,42;1730;0
"62";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160455;"20 GRUPO DE ARTILHARIA DE CAMPANHA";"Pregão";1,6045505000092e+21;"02 Jul 2019";2019;"Jul 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,44592e+13;"RVN DISTRIBUIDORA DE PRODUTOS EIRELI";"FRASCO 500,00 ML";3,43;500;0
"63";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160045;"BASE ADM. GUARNIÇÃO DE FORTALEZA";"Pregão";1,6004505000122e+21;"08 Fev 2019";2019;"Fev 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,51797e+13;"EXPRESSO DISTRIBUIDORA EIRELI";"FRASCO 500,00 ML";3,43;4400;0
"64";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160234;"5 REGIMENTO DE CARROS DE COMBATE";"Pregão";1,6023405000072e+21;"13 Ago 2018";2018;"Ago 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";4,09411e+12;"COMERCIAL BORA EIRELI";"FRASCO 500,00 ML";3,45;365;0
"65";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160352;"COMANDO DE FRONT.-RR E 7.BAT.DE INF.DE SELVA";"Pregão";1,6035205000212e+21;"07 Out 2019";2019;"Out 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";347138;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:46deg A 65deg INPM";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,6031e+13;"KEYLA DE M. MARQUES ROCHA EIRELI";"FRASCO 500,00 ML";3,45;12840;0
"66";99900;"REPUBLICA FEDERATIVA DO BRASIL";94120;"ESTADO DO MARANHAO";980921;"PREFEITURA MUNICIPAL DE SÃO LUÍS/MA";"Pregão";9,8092105000942e+21;"18 Set 2019";2019;"Set 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";3,51824e+13;"MIRIAM PRODUTOS DE LIMPEZA E PLASTICOS LTDA";"FRASCO 500,00 ML";3,47;7500;0
"67";52000;"MINISTERIO DEFESA";52221;"INDUSTRIA DE MATERIAL BELICO DO BRASIL";168008;"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"Pregão";1,6800805000212e+21;"15 Out 2019";2019;"Out 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";3,19572e+13;"LIMP DESC COMERCIO DE MATERIAIS DE LIMPEZA E DESCARTAVEIS EM GERAL EIRELI";"FRASCO 500,00 ML";3,47;250;0
"68";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160482;"1A. BRIGADA DE INFANTARIA DE SELVA/RR";"Pregão";1,6048205000162e+21;"21 Ago 2019";2019;"Ago 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";386905;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:65% INPM";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,33189e+13;"SYLVIA P DA COSTA RAMOS";"FRASCO 500,00 ML";3,49;3260;0
"69";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160378;"16º ESQUADRAO DE CAVALARIA MECANIZADO/PR";"Pregão";1,6037805000062e+21;"19 Jan 2018";2018;"Jan 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,84863e+13;"FORTE PAPER COMERCIAL DE PRODUTOS DESCARTAVEIS E SERVICOS DE LIMPEZA EIRELI";"FRASCO 500,00 ML";3,49;400;0
"70";26000;"MINISTERIO DA EDUCACAO";26438;"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CATARINA";158516;"INSTITUTO FEDERAL DE EDUC.CIENC.E TEC.DE SC";"Pregão";1,5851605001002e+21;"27 Nov 2018";2018;"Nov 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";347138;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:46deg A 65deg INPM";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";1,07123e+13;"COMERCIALIZZA DISTRIBUIDORA DE PRODUTOS DE LIMPEZA LTDA";"FRASCO 500,00 ML";3,5;330;0
"71";52000;"MINISTERIO DEFESA";52131;"COMANDO DA MARINHA";783330;"CAPITANIA DOS PORTOS DA PARAÍBA";"Pregão";7,8333005000012e+21;"18 Abr 2018";2018;"Abr 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,56313e+13;"LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI";"FRASCO 500,00 ML";3,5;3026;0
"72";52000;"MINISTERIO DEFESA";52221;"INDUSTRIA DE MATERIAL BELICO DO BRASIL";168006;"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"Pregão";1,6800605000312e+21;"04 Set 2018";2018;"Set 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,94556e+13;"DISTRIBUIDORA VIB LTDA";"FRASCO 500,00 ML";3,5;200;0
"73";52000;"MINISTERIO DEFESA";52131;"COMANDO DA MARINHA";751200;"GRUPAMENTO DE NAVIOS HIDROCEANOGRAFICOS";"Dispensa de Licitação";7,5120006001682e+21;"26 Ago 2019";2019;"Ago 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,67854e+13;"DALIUMA COMERCIO DE PECAS AUTOMOTIVAS  LTDA";"FRASCO 500,00 ML";3,5;200;0
"74";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160482;"1A. BRIGADA DE INFANTARIA DE SELVA/RR";"Pregão";1,6048205000162e+21;"21 Ago 2019";2019;"Ago 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";386905;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:65% INPM";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,68893e+13;"S.M GUIMARAES EIRELI";"FRASCO 500,00 ML";3,5;13040;0
"75";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160211;"20 BATALHAO DE INFANTARIA BLINDADO";"Pregão";1,6021105000012e+21;"05 Nov 2019";2019;"Nov 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";1,14125e+13;"COMERCIAL MAB ALIMENTOS EIRELI";"FRASCO 500,00 ML";3,5;5750;0
"76";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160016;"COMANDO DO COMANDO MILITAR DA AMAZONIA/MEX/AM";"Pregão";1,6001605000082e+21;"23 Out 2019";2019;"Out 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";311410;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65deg INPM";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";4,00394e+12;"R DA S AGUIAR COMERCIO DE MATERIAL DE LIMPEZA EIRELI";"FRASCO 500,00 ML";3,51;9120;0
"77";52000;"MINISTERIO DEFESA";52131;"COMANDO DA MARINHA";771100;"BASE DE ABASTEC. DA MARINHA NO RIO DE JANEIRO";"Pregão";7,7110005000332e+21;"30 Ago 2019";2019;"Ago 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";1,56313e+13;"LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI";"FRASCO 500,00 ML";3,51;4752;0
